Inv_Id,Vendor_Code,GL_Code,Inv_Amt,Item_Description,Product_Category
17298,VENDOR-1375,GL-6050100,97.98,Store Management Lease/Rent Barecap Inc Real Estate Base Rent May2012,CLASS-1274
17299,VENDOR-1151,GL-2182000,36.75,Corporate Services Contingent Labor/Temp Labor American Cattle Co Human Resources Contingent Labor/Temp Labor 2008-Sep ,CLASS-1376
17300,VENDOR-1065,GL-6050310,61.6,Akorn Inc Miscellaneous Company Car (Field Only) Apr-2017 Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,CLASS-1758
17301,VENDOR-1701,GL-6121905,44.84,2000May Chesapeake Systems Corp Post Card/Mailer Direct Mail SMAP Printed Collateral,CLASS-1919
17302,VENDOR-2316,GL-2182000,27.06,First Alabama Bancshares Inc Contingent Labor/Temp Labor 2012May Contingent Labor/Temp Labor Human Resources Corporate Services,CLASS-1376
17305,VENDOR-1195,GL-6050100,27,"Real Estate Services Real Estate Sep-2009 American Recreation Centers Inc Store Management Real Estate General (Search, Appraisal, Realtor Commission)",CLASS-1983
17306,VENDOR-2416,GL-6050310,97.58,Miscellaneous Company Car (Field Only) Travel and Entertainment Metric Capital Corp                                     /Bd Aug 2003 Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
17307,VENDOR-2116,GL-6101400,7.39,Final Site Clean Up Store Construction Ealing Corp May2003 General Requirements General Contractor,CLASS-1522
17309,VENDOR-1065,GL-6050310,1.5,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Akorn Inc Nov-2013 Travel and Entertainment,CLASS-1758
17310,VENDOR-1191,GL-6101400,28.77,American Pad & Paper Co Final Site Clean Up 2013-Mar  General Requirements General Contractor Store Construction,CLASS-1522
17313,VENDOR-1069,GL-6050310,16.06,Supply Chain Transportation Services Alabama Power Co Logistics Freight Forwarders Services Other Apr-2016,CLASS-1567
17314,VENDOR-1062,GL-6050310,98.53,Travel and Entertainment Miscellaneous Company Car (Field Only) Air Products & Chemicals Inc /De/ Ground Transportation Miscellaneous Company Car (Field Only) Sep-2019,CLASS-1758
17315,VENDOR-1173,GL-6101400,72.61,Store Construction General Requirements American Greetings Corp General Contractor Final Site Clean Up 2001May,CLASS-1522
17316,VENDOR-2438,GL-6050310,50.04,"Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Hornblower & Weeks, Inc. 2013-May  Travel and Entertainment",CLASS-1758
17317,VENDOR-1049,GL-6101400,99.25,Fixtures Store Construction Store Fixtures Store Fixtures 2000Jun Aerovox Corp,CLASS-2112
17318,VENDOR-2416,GL-6050310,50.81,Miscellaneous Company Car (Field Only) 2010Apr Travel and Entertainment Metric Capital Corp                                     /Bd Ground Transportation Miscellaneous Company Car (Field Only),CLASS-1758
17319,VENDOR-1551,GL-2182000,15.62,Auto Leasing Corporate Services Butler Manufacturing Co 2010-Apr  Auto Leasing and Maintenance Other Corporate Services,CLASS-1250
17320,VENDOR-1065,GL-6050310,57.38,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Akorn Inc Mar 2012 Travel and Entertainment,CLASS-1758
17322,VENDOR-1513,GL-6050310,81.27,2018Sep Brother Industries Ltd/Adr/ Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,CLASS-1758
17324,VENDOR-1119,GL-6101400,65.97,2018-Jun  Asia Supernet Corp Final Site Clean Up General Requirements Store Construction General Contractor,CLASS-1522
17325,VENDOR-2408,GL-6050310,41.19,Travel and Entertainment Miscellaneous Company Car (Field Only) Fort Howard Corp Ground Transportation Miscellaneous Company Car (Field Only) 2008-Nov ,CLASS-1758
17328,VENDOR-2478,GL-6060100,1.7,Final Site Clean Up Jul-2007 Facility Construction Flightsafety International Inc General Contractor General Requirements,CLASS-1522
17329,VENDOR-1065,GL-6050310,74.24,Akorn Inc Miscellaneous Company Car (Field Only) Dec2015 Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,CLASS-1758
17330,VENDOR-1771,GL-6101400,19.22,Store Construction General Requirements Colonial Trust Iii General Contractor Final Site Clean Up Nov2003,CLASS-1522
17331,VENDOR-1205,GL-6050100,61.69,Oct2018 American Vanguard Corp Base Rent Lease/Rent Store Management Real Estate,CLASS-1274
17332,VENDOR-2109,GL-6050100,73.35,Lease/Rent Real Estate 2013-Jan  E Systems Inc Store Management Base Rent,CLASS-1274
17333,VENDOR-1513,GL-6050310,34.47,Miscellaneous Company Car (Field Only) Ground Transportation 2014Jun Brother Industries Ltd/Adr/ Travel and Entertainment Miscellaneous Company Car (Field Only),CLASS-1758
17334,VENDOR-1191,GL-6101400,41.46,Final Site Clean Up 2019-Oct  Store Construction American Pad & Paper Co General Contractor General Requirements,CLASS-1522
17336,VENDOR-1193,GL-2182000,12.4,American Precision Industries Inc Contingent Labor/Temp Labor Aug 2001 Contingent Labor/Temp Labor Human Resources Corporate Services,CLASS-1376
17338,VENDOR-1200,GL-6101400,53.62,General Contractor Store Construction General Requirements Final Site Clean Up Feb 2010 American States Insurance Co,CLASS-1522
17339,VENDOR-2513,GL-6050310,79.83,Fortune National Corp Miscellaneous Company Car (Field Only) Sep2010 Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,CLASS-1758
17340,VENDOR-1327,GL-2182000,92.39,Apr2016 American Locker Group Inc Contingent Labor/Temp Labor Contingent Labor/Temp Labor Corporate Services Human Resources,CLASS-1376
17341,VENDOR-1848,GL-6100500,8.03,National Advertising SMAP Media Buy - Traditional Magazines 2019-Sep  Consolidated Tomoka Land Co,CLASS-1721
17344,VENDOR-1883,GL-2182000,92.73,Auto Leasing and Maintenance Other Corporate Services Aug-2015 Corning Inc /Ny Corporate Services Auto Leasing,CLASS-1250
17345,VENDOR-1062,GL-6050310,60.43,Miscellaneous Company Car (Field Only) Travel and Entertainment Air Products & Chemicals Inc /De/ 2008Sep Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
17346,VENDOR-2178,GL-6101400,71.34,2014Jul Engex Inc Final Site Clean Up General Requirements Store Construction General Contractor,CLASS-1522
17347,VENDOR-2220,GL-2182000,83.68,Retirement and Pension Funds 2016Jul Corporate Services Essex Group Inc Human Resources Benefits,CLASS-2003
17351,VENDOR-1600,GL-6050100,78.06,Store Management Lease/Rent Capital Conservation Inc Real Estate Base Rent Nov2018,CLASS-1274
17354,VENDOR-1080,GL-6050310,91.31,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) 2017Jun Alco Standard Corp,CLASS-1758
17355,VENDOR-2160,GL-6100410,49.1,SMAP Prototype and Comp Production/Packaging Design Production Artworking/Typesetting 2000-Jan  Electro Catheter Corp,CLASS-1963
17356,VENDOR-1191,GL-6101400,51.58,General Contractor General Requirements Final Site Clean Up American Pad & Paper Co 2003-Aug  Store Construction,CLASS-1522
17357,VENDOR-1883,GL-2182000,9.04,Auto Leasing Apr 2002 Corporate Services Corning Inc /Ny Other Corporate Services Auto Leasing and Maintenance,CLASS-1250
17358,VENDOR-1006,GL-6050100,66.09,Store Management Lease/Rent Abbott Laboratories Real Estate Base Rent Aug2000,CLASS-1274
17359,VENDOR-1191,GL-6101400,58.15,Final Site Clean Up Store Construction American Pad & Paper Co 2012-May  General Requirements General Contractor,CLASS-1522
17362,VENDOR-1617,GL-6121905,93.49,Printed Collateral SMAP Direct Mail Post Card/Mailer Jul-2005 Carr Friesenhahn & Co Inc                               /Bd,CLASS-1919
17364,VENDOR-1569,GL-6050100,21.81,Real Estate Lease/Rent Base Rent California Jockey Club Jul 2003 Store Management,CLASS-1274
17365,VENDOR-1517,GL-2182000,43.88,Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor Brown Associates Inc                                    /Bd 2009Jun Corporate Services,CLASS-1376
17367,VENDOR-2270,GL-6050100,32.76,Real Estate Lease/Rent Base Rent Fays Inc Jul2010 Store Management,CLASS-1274
17369,VENDOR-2117,GL-6101400,65.8,Store Construction Final Site Clean Up General Contractor General Requirements 2018-Aug  Erly Industries Inc,CLASS-1522
17370,VENDOR-1693,GL-2182000,60.75,Chenaur Corp Apr-2016 Corporate Services Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor,CLASS-1376
17372,VENDOR-1944,GL-2182000,82.98,Other Corporate Services Corporate Services Auto Leasing and Maintenance Auto Fleet Repair and Maintenance Nov2011 Daly John J,CLASS-1249
17373,VENDOR-1944,GL-2182000,93.33,Auto Fleet Repair and Maintenance Jul-2003 Corporate Services Daly John J Other Corporate Services Auto Leasing and Maintenance,CLASS-1249
17374,VENDOR-1883,GL-2182000,69.71,Corporate Services Auto Leasing and Maintenance Corning Inc /Ny Other Corporate Services Auto Leasing 2019-Jul ,CLASS-1250
17375,VENDOR-2008,GL-6100500,93.3,National Advertising Media Buy - Traditional Magazines Designatronics Inc Feb2011 SMAP,CLASS-1721
17376,VENDOR-1069,GL-6050310,26.23,Freight Forwarders Services Other 2009Sep Supply Chain Alabama Power Co Logistics Transportation Services,CLASS-1567
17377,VENDOR-1066,GL-6050310,21.57,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) Oct 2006 Akzo Nobel Nv,CLASS-1758
17378,VENDOR-2465,GL-6060100,32.88,General Contractor General Requirements Final Site Clean Up First Union Real Estate Equity & Mortgage Investments Jun-2019 Facility Construction,CLASS-1522
17379,VENDOR-2513,GL-6050310,1.51,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Jan-2010 Fortune National Corp,CLASS-1758
17381,VENDOR-1944,GL-2182000,70.1,Corporate Services Auto Leasing and Maintenance Daly John J Other Corporate Services Auto Fleet Repair and Maintenance Jun 2011,CLASS-1249
17382,VENDOR-1771,GL-6101400,81.32,Store Construction Final Site Clean Up General Contractor General Requirements Jun-2005 Colonial Trust Iii,CLASS-1522
17383,VENDOR-1513,GL-6050310,16.03,Miscellaneous Company Car (Field Only) Travel and Entertainment Brother Industries Ltd/Adr/ 2010May Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
17384,VENDOR-2047,GL-2182000,19.66,SMAP Public Relations Agency Events and Promotions Agency Fees & Commissions 2005-Nov  Dr Pepper Co,CLASS-1964
17385,VENDOR-1080,GL-6050310,80.84,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) 2003-Apr  Alco Standard Corp,CLASS-1758
17386,VENDOR-1623,GL-6050100,13.35,Mar2013 Cascade Corp Base Rent Lease/Rent Store Management Real Estate,CLASS-1274
17389,VENDOR-2187,GL-2182000,1.58,Corporate Services Contingent Labor/Temp Labor Human Resources Contingent Labor/Temp Labor 2009Nov Energetics Inc/De,CLASS-1376
17390,VENDOR-2456,GL-6050100,91.81,"First Options Of Chicago, Inc. Base Rent 2014-Oct  Lease/Rent Real Estate Store Management",CLASS-1274
17391,VENDOR-1241,GL-6050100,95.12,Real Estate Lease/Rent Base Rent Anthony C R Co 2011-Jul  Store Management,CLASS-1274
17392,VENDOR-2116,GL-6101400,84.54,General Contractor General Requirements Final Site Clean Up Ealing Corp 2000Feb Store Construction,CLASS-1522
17393,VENDOR-1799,GL-6101400,77.62,Store Construction Final Site Clean Up General Contractor General Requirements May-2019 Westford Group Inc,CLASS-1522
17399,VENDOR-1065,GL-6050310,81.81,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Akorn Inc May2005 Travel and Entertainment,CLASS-1758
17401,VENDOR-1717,GL-6050310,97,Travel and Entertainment Miscellaneous Company Car (Field Only) Chyron Corp Ground Transportation Miscellaneous Company Car (Field Only) Nov2000,CLASS-1758
17404,VENDOR-2116,GL-6101400,56.95,Store Construction Final Site Clean Up General Contractor General Requirements Oct 2004 Ealing Corp,CLASS-1522
17405,VENDOR-2416,GL-6050310,1.19,Metric Capital Corp                                     /Bd Miscellaneous Company Car (Field Only) 2014-Sep  Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,CLASS-1758
17407,VENDOR-1883,GL-2182000,5.63,Corning Inc /Ny Auto Leasing Aug 2005 Auto Leasing and Maintenance Other Corporate Services Corporate Services,CLASS-1250
17408,VENDOR-1873,GL-6050310,30.73,Miscellaneous Company Car (Field Only) Travel and Entertainment Cooper Laboratories Inc Stockholders Liquidating Trust Dec2008 Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
17412,VENDOR-2279,GL-6121905,47.4,Direct Mail Printed Collateral Jan-2013 Federal Paper Board Co Inc SMAP Post Card/Mailer,CLASS-1919
17413,VENDOR-1191,GL-6101400,14.8,American Pad & Paper Co 2010-Oct  Store Construction General Contractor General Requirements Final Site Clean Up,CLASS-1522
17414,VENDOR-1551,GL-6050310,31.19,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Feb 2008 Butler Manufacturing Co,CLASS-1758
17415,VENDOR-1473,GL-2182000,6.4,E-Messaging Media Buy Dec2011 SMAP Bormans Inc /De/ Digital Paid Media Media Buy - Mobile or E-Mail Direct,CLASS-1477
17417,VENDOR-2001,GL-6020600,8.23,Dempsey & Co Llc                                   /Bd 2006-May  Non-Procurable Charity Organizations Charity Organizations Charity Organizations,CLASS-1322
17418,VENDOR-2160,GL-6100410,13.19,Prototype and Comp Production/Packaging Design SMAP Electro Catheter Corp 2007-May  Artworking/Typesetting Production,CLASS-1963
17419,VENDOR-1513,GL-6050310,14.27,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) 2015Jan Brother Industries Ltd/Adr/,CLASS-1758
17421,VENDOR-1069,GL-6050310,61.27,Supply Chain Transportation Services Alabama Power Co Logistics Freight Forwarders Services Other Feb2013,CLASS-1567
17422,VENDOR-2513,GL-6050310,44.58,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Fortune National Corp Aug-2016 Travel and Entertainment,CLASS-1758
17423,VENDOR-1513,GL-6050310,56,Miscellaneous Company Car (Field Only) Feb 2018 Travel and Entertainment Brother Industries Ltd/Adr/ Ground Transportation Miscellaneous Company Car (Field Only),CLASS-1758
17426,VENDOR-1062,GL-6050310,23.95,Miscellaneous Company Car (Field Only) Travel and Entertainment Air Products & Chemicals Inc /De/ 2006Oct Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
17427,VENDOR-1944,GL-2182000,57.79,Other Corporate Services Corporate Services Auto Leasing and Maintenance Auto Fleet Repair and Maintenance 2000-Oct  Daly John J,CLASS-1249
17429,VENDOR-1076,GL-6050100,63.65,Jan2016 Alba Waldensian Inc Base Rent Lease/Rent Store Management Real Estate,CLASS-1274
17430,VENDOR-1637,GL-6050310,48.84,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) 2018Apr Celanese Corp,CLASS-1758
17431,VENDOR-2301,GL-6121905,95.63,Printed Collateral SMAP Direct Mail Post Card/Mailer 2002-Feb  Fidelity Distributors Corporation,CLASS-1919
17432,VENDOR-1551,GL-2182000,21.92,Auto Leasing Corporate Services Butler Manufacturing Co Jun-2006 Auto Leasing and Maintenance Other Corporate Services,CLASS-1250
17434,VENDOR-1676,GL-6100410,34.14,2001-Jan  Champion Parts Inc Prototype and Comp Production/Packaging Design Artworking/Typesetting SMAP Production,CLASS-1963
17435,VENDOR-1513,GL-6050310,24.19,May 2016 Brother Industries Ltd/Adr/ Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,CLASS-1758
17437,VENDOR-2546,GL-6050100,12.61,Store Management Base Rent Real Estate Lease/Rent Feb 2004 Friedman Samuel,CLASS-1274
17438,VENDOR-1901,GL-6101400,4.67,Cracker Barrel Old Country Store Inc Final Site Clean Up Nov-2006 General Requirements General Contractor Store Construction,CLASS-1522
17439,VENDOR-1257,GL-2182000,49.26,Corporate Services Contingent Labor/Temp Labor Human Resources Contingent Labor/Temp Labor 2013-Mar  Archon Inc,CLASS-1376
17441,VENDOR-2226,GL-6050310,60.45,Etz Lavud Ltd Parcel/Postage/Courier Jul 2019 Transportation Services Logistics Supply Chain,CLASS-1870
17442,VENDOR-1974,GL-6060100,96.63,C. R. Davis & Company Base Rent 2015-Oct  Lease/Rent Real Estate Facility Management,CLASS-1274
17444,VENDOR-1551,GL-6050310,15.75,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) 2017-Oct  Butler Manufacturing Co,CLASS-1758
17445,VENDOR-2013,GL-6050100,42.43,Detrex Corporation Base Rent 2015-May  Lease/Rent Real Estate Store Management,CLASS-1274
17447,VENDOR-1873,GL-6050310,48.71,Oct2004 Cooper Laboratories Inc Stockholders Liquidating Trust Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Travel and Entertainment Ground Transportation,CLASS-1758
17448,VENDOR-2408,GL-6050310,86.61,Miscellaneous Company Car (Field Only) Jul-2009 Travel and Entertainment Fort Howard Corp Ground Transportation Miscellaneous Company Car (Field Only),CLASS-1758
17450,VENDOR-1973,GL-6101400,44.3,General Contractor General Requirements Final Site Clean Up Davidson Harold & Associates Inc                        /Adv Aug2014 Store Construction,CLASS-1522
17451,VENDOR-1551,GL-2182000,22.99,Auto Leasing Corporate Services Butler Manufacturing Co 2000-May  Auto Leasing and Maintenance Other Corporate Services,CLASS-1250
17453,VENDOR-1513,GL-6050310,12.27,Brother Industries Ltd/Adr/ Miscellaneous Company Car (Field Only) 2002-Sep  Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,CLASS-1758
17455,VENDOR-1248,GL-6050100,76.59,Base Rent Store Management Apparel Retailers Inc Apr-2007 Lease/Rent Real Estate,CLASS-1274
17456,VENDOR-2049,GL-6100410,49.37,Dol Resources Inc Other Agency Sep 2017 Agency Fees & Commissions 3 Production SMAP,CLASS-1828
17457,VENDOR-1717,GL-6050310,14.91,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Aug 2007 Chyron Corp,CLASS-1758
17460,VENDOR-1513,GL-6050310,93.56,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Brother Industries Ltd/Adr/ 2018Oct Travel and Entertainment,CLASS-1758
17463,VENDOR-1883,GL-2182000,31.24,Auto Leasing and Maintenance Other Corporate Services 2004-Mar  Corning Inc /Ny Corporate Services Auto Leasing,CLASS-1250
17465,VENDOR-1858,GL-2182000,45.72,"Events and Promotions Trade Show Expenses Talent, Artists & Models for Trade Show Continental Information Systems Corp 2018-May  SMAP",CLASS-2141
17466,VENDOR-2414,GL-6050100,85.59,Store Management Lease/Rent Fourth Deer Valley Land Co Real Estate Base Rent 2017Jan,CLASS-1274
17467,VENDOR-2333,GL-6050100,44.42,Apr2003 Bancwest Corp/Hi Base Rent Lease/Rent Store Management Real Estate,CLASS-1274
17468,VENDOR-1447,GL-6050100,90.52,Real Estate Lease/Rent Base Rent William Blair & Company L.L.C. 2007-Jul  Store Management,CLASS-1274
17470,VENDOR-2151,GL-6100500,17.8,SMAP Magazines National Advertising Media Buy - Traditional Jan 2001 Eg&G Inc,CLASS-1721
17471,VENDOR-1676,GL-6100410,47.32,Production Artworking/Typesetting Prototype and Comp Production/Packaging Design Champion Parts Inc Mar2000 SMAP,CLASS-1963
17472,VENDOR-1058,GL-2182000,49.31,Agway Inc Auto Fleet Repair and Maintenance Aug-2011 Auto Leasing and Maintenance Other Corporate Services Corporate Services,CLASS-1249
17473,VENDOR-1513,GL-6050310,62.03,Miscellaneous Company Car (Field Only) 2001Apr Travel and Entertainment Brother Industries Ltd/Adr/ Ground Transportation Miscellaneous Company Car (Field Only),CLASS-1758
17475,VENDOR-1065,GL-6050310,76.33,Miscellaneous Company Car (Field Only) Travel and Entertainment Akorn Inc Jan 2017 Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
17476,VENDOR-2226,GL-6050310,30.4,Parcel/Postage/Courier Jan 2009 Supply Chain Etz Lavud Ltd Logistics Transportation Services,CLASS-1870
17477,VENDOR-1805,GL-6050310,59.93,Travel and Entertainment Miscellaneous Company Car (Field Only) Ground Transportation Miscellaneous Company Car (Field Only) Feb2003 Comprehensive Capital Corp                              /Bd,CLASS-1758
17480,VENDOR-1489,GL-6050100,28.28,Store Management Base Rent Real Estate Lease/Rent 2017Jul Bradley Woods & Co. Ltd.,CLASS-1274
17481,VENDOR-1551,GL-2182000,61.02,Corporate Services Auto Leasing Other Corporate Services Auto Leasing and Maintenance Aug2004 Butler Manufacturing Co,CLASS-1250
17482,VENDOR-1429,GL-2182000,15.99,Human Resources Corporate Services Contingent Labor/Temp Labor Contingent Labor/Temp Labor Aug 2004 Flanigans Enterprises Inc,CLASS-1376
17483,VENDOR-2457,GL-6100500,49.49,First Real Estate Investment Trust Of New Jersey Nov2000 SMAP National Advertising Media Buy - Traditional Outdoor/Out of Home,CLASS-1850
17486,VENDOR-2547,GL-6050100,68.32,Store Management Lease/Rent Friendly Ice Cream Corp Real Estate Base Rent Nov2001,CLASS-1274
17487,VENDOR-1191,GL-6101400,78.55,Store Construction Final Site Clean Up General Contractor General Requirements Jan 2017 American Pad & Paper Co,CLASS-1522
17489,VENDOR-1069,GL-6050310,37.51,Logistics Transportation Services Freight Forwarders Services Other Alabama Power Co Sep-2016 Supply Chain,CLASS-1567
17490,VENDOR-2513,GL-6050310,32.46,Fortune National Corp Miscellaneous Company Car (Field Only) Jun-2009 Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,CLASS-1758
17491,VENDOR-1332,GL-2182000,34.56,Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor Aztec Equities Corp Dec2001 Corporate Services,CLASS-1376
17492,VENDOR-2493,GL-6050100,20.38,Real Estate Store Management Lease/Rent Base Rent 2002Apr Furon Co,CLASS-1274
17493,VENDOR-1300,GL-6101400,8.82,General Requirements General Contractor Jun-2005 Atkinson Guy F Co Of California Store Construction Final Site Clean Up,CLASS-1522
17494,VENDOR-1883,GL-2182000,70.04,Auto Leasing and Maintenance Other Corporate Services Mar 2004 Corning Inc /Ny Corporate Services Auto Leasing,CLASS-1250
17495,VENDOR-1883,GL-2182000,96.46,Corning Inc /Ny Auto Leasing Jan 2009 Auto Leasing and Maintenance Other Corporate Services Corporate Services,CLASS-1250
17496,VENDOR-2370,GL-6100410,54.6,SMAP Agency Fees & Commissions 3 Fcm Investment Services Inc                             /Bd Production Other Agency Dec-2008,CLASS-1828
17497,VENDOR-1396,GL-2182000,48.08,Human Resources Corporate Services Contingent Labor/Temp Labor Contingent Labor/Temp Labor Jul-2008 Bear Stearns & Co                                       /Bd,CLASS-1376
17498,VENDOR-2020,GL-6101400,77.77,Sep-2014 Dexter Corp Final Site Clean Up General Requirements Store Construction General Contractor,CLASS-1522
17499,VENDOR-2509,GL-6050100,82.19,Base Rent Store Management Forest City Enterprises Inc Nov-2011 Lease/Rent Real Estate,CLASS-1274
17500,VENDOR-2271,GL-6050100,19.17,Real Estate Store Management Lease/Rent Base Rent 2014-Sep  1St Source Corp,CLASS-1274
17501,VENDOR-1676,GL-6100410,50.86,Production SMAP Artworking/Typesetting Prototype and Comp Production/Packaging Design Apr2002 Champion Parts Inc,CLASS-1963
17503,VENDOR-2416,GL-6050310,36.81,Ground Transportation Travel and Entertainment Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Oct 2007 Metric Capital Corp                                     /Bd,CLASS-1758
17506,VENDOR-1771,GL-6101400,56.42,Colonial Trust Iii Final Site Clean Up 2005Feb General Requirements General Contractor Store Construction,CLASS-1522
17507,VENDOR-2190,GL-2182000,80.88,Contingent Labor/Temp Labor 2012-Feb  Corporate Services Energy Corp Of America Human Resources Contingent Labor/Temp Labor,CLASS-1376
17508,VENDOR-2279,GL-6121905,25.89,Printed Collateral SMAP Direct Mail Post Card/Mailer Oct2000 Federal Paper Board Co Inc,CLASS-1919
17509,VENDOR-1707,GL-6050100,53.22,Base Rent Jun-2018 Store Management Chiksan Tool Co Real Estate Lease/Rent,CLASS-1274
17511,VENDOR-2156,GL-6100410,37.43,Other Agency Nov 2008 SMAP El Paso Natural Gas Co Production Agency Fees & Commissions 3,CLASS-1828
17513,VENDOR-1286,GL-2182000,24.79,Contingent Labor/Temp Labor Human Resources 2009Jul Ashland Inc Corporate Services Contingent Labor/Temp Labor,CLASS-1376
17516,VENDOR-2408,GL-6050310,94.71,Fort Howard Corp Miscellaneous Company Car (Field Only) Jan2006 Miscellaneous Company Car (Field Only) Ground Transportation Travel and Entertainment,CLASS-1758
17517,VENDOR-1191,GL-6101400,13.44,Final Site Clean Up Store Construction American Pad & Paper Co Aug 2006 General Requirements General Contractor,CLASS-1522
17519,VENDOR-1704,GL-6050100,62.01,Chicago Rivet & Machine Co May2018 Store Management Real Estate Lease/Rent Base Rent,CLASS-1274
17520,VENDOR-1892,GL-2182000,61.13,Human Resources Contingent Labor/Temp Labor Contingent Labor/Temp Labor Countrywide Credit Industries Inc Feb 2012 Corporate Services,CLASS-1376
17521,VENDOR-2288,GL-6101400,12.97,General Contractor Store Construction General Requirements Final Site Clean Up Mar 2012 Ferguson Enterprises Inc,CLASS-1522
17523,VENDOR-1941,GL-6050100,65.26,Store Management Lease/Rent Daiwa Capital Markets America Inc. Real Estate Base Rent Dec2006,CLASS-1274
17525,VENDOR-2513,GL-6050310,83.73,Ground Transportation Miscellaneous Company Car (Field Only) Miscellaneous Company Car (Field Only) Fortune National Corp 2012Apr Travel and Entertainment,CLASS-1758
17527,VENDOR-1593,GL-2182000,14.6,Corporate Services Contingent Labor/Temp Labor Canal Electric Co Human Resources Contingent Labor/Temp Labor 2010-Apr ,CLASS-1376
17530,VENDOR-2513,GL-6050310,11.28,Miscellaneous Company Car (Field Only) Travel and Entertainment Fortune National Corp 2008-Mar  Miscellaneous Company Car (Field Only) Ground Transportation,CLASS-1758
17533,VENDOR-1065,GL-6050310,77.94,Travel and Entertainment Miscellaneous Company Car (Field Only) Akorn Inc Ground Transportation Miscellaneous Company Car (Field Only) Nov 2004,CLASS-1758
17534,VENDOR-2469,GL-2182000,69.33,Corporate Services Auto Leasing and Maintenance First Wilkow Venture Other Corporate Services Auto Fleet Repair and Maintenance Jan-2007,CLASS-1249
17535,VENDOR-1583,GL-6050100,72,Real Estate Lease/Rent Base Rent Earthgrains Co Mar2013 Store Management,CLASS-1274
17536,VENDOR-2252,GL-6101400,72.82,2019-Mar  Fairmount Chemical Co Inc Final Site Clean Up General Requirements Store Construction General Contractor,CLASS-1522
17537,VENDOR-1944,GL-2182000,37.09,Daly John J Auto Fleet Repair and Maintenance May2015 Auto Leasing and Maintenance Other Corporate Services Corporate Services,CLASS-1249
17538,VENDOR-1150,GL-6050100,79.85,Base Rent Store Management America Capital Corp Feb2014 Lease/Rent Real Estate,CLASS-1274
17539,VENDOR-1297,GL-6101400,34.16,Atchison Topeka & Santa Fe Railway Co Feb2002 Store Construction General Contractor General Requirements Final Site Clean Up,CLASS-1522
17540,VENDOR-1551,GL-2182000,47.1,Other Corporate Services Corporate Services Auto Leasing and Maintenance Auto Leasing 2003Aug Butler Manufacturing Co,CLASS-1250
17542,VENDOR-1036,GL-6100500,80.73,Addmaster Corp Magazines Nov 2009 Media Buy - Traditional National Advertising SMAP,CLASS-1721
17543,VENDOR-1606,GL-6050100,1,Real Estate Lease/Rent Base Rent Capital Concepts Investment Corp. May 2005 Store Management,CLASS-1274
17544,VENDOR-1898,GL-6121905,11.37,Bestfoods Miscellaneous Printed Materials 2012-Dec  Miscellaneous Printed Materials Printed Collateral SMAP,CLASS-1770
